SimDate,Flow,TN,TP
3/23/2000 12:00,5.20359,1.62827,0.81702
3/24/2000 12:00,1.97103,1.6286,0.80478
3/25/2000 12:00,1.5679,1.65149,0.82107
3/26/2000 12:00,1.78118,1.66625,0.83038
3/27/2000 12:00,1.02274,1.67631,0.833
3/28/2000 12:00,4.92491,1.67418,0.82419
3/29/2000 12:00,6.53485,1.67973,0.80423
3/30/2000 12:00,2.83912,1.73125,0.81025
3/31/2000 12:00,4.6981,1.76554,0.82218
4/1/2000 12:00,6.6263,1.73456,0.80066
4/2/2000 12:00,2.95167,1.74366,0.81059
4/3/2000 12:00,2.48906,1.77176,0.83045
4/4/2000 12:00,2.69901,1.78219,0.84451
4/5/2000 12:00,9.15744,1.70624,0.8105
4/6/2000 12:00,2.00944,1.66131,0.79758
4/7/2000 12:00,1.97109,1.69457,0.82587
4/8/2000 12:00,2.02368,1.7077,0.84403
4/9/2000 12:00,7.5816,1.66055,0.82954
4/10/2000 12:00,1.47284,1.62824,0.81492
4/11/2000 12:00,1.46051,1.65782,0.82967
4/12/2000 12:00,1.67282,1.66977,0.84184
4/13/2000 12:00,3.08606,1.66445,0.84755
4/14/2000 12:00,3.23946,1.6677,0.82803
4/15/2000 12:00,4.37055,1.76092,0.80874
4/16/2000 12:00,8.14213,1.95189,0.78662
4/17/2000 12:00,9.24479,2.24166,0.72756
4/18/2000 12:00,7.74808,2.5131,0.751
4/19/2000 12:00,11.49676,2.52815,0.79947
4/20/2000 12:00,10.42265,2.3625,0.826
4/21/2000 12:00,7.88595,2.19287,0.84264
4/22/2000 12:00,8.36023,2.0402,0.84344
4/23/2000 12:00,7.0593,1.92117,0.83808
4/24/2000 12:00,3.46426,1.88431,0.84783
4/25/2000 12:00,4.4653,1.84393,0.85134
4/26/2000 12:00,8.41554,1.73747,0.80936
4/27/2000 12:00,3.46252,1.67923,0.79333
4/28/2000 12:00,2.10992,1.70107,0.8158
4/29/2000 12:00,2.40617,1.70071,0.82876
4/30/2000 12:00,5.09198,1.66765,0.81901
5/1/2000 12:00,1.89609,1.63594,0.80641
5/2/2000 12:00,1.75976,1.65626,0.82361
5/3/2000 12:00,1.9951,1.66484,0.83695
5/4/2000 12:00,2.70678,1.66232,0.84206
5/5/2000 12:00,2.01063,1.65715,0.84269
5/6/2000 12:00,2.21749,1.66393,0.84938
5/7/2000 12:00,2.01516,1.67018,0.85437
5/8/2000 12:00,1.43209,1.6842,0.85933
5/9/2000 12:00,1.43752,1.69825,0.86504
5/10/2000 12:00,2.0987,1.70013,0.86811
5/11/2000 12:00,3.15571,1.6904,0.86098
5/12/2000 12:00,2.12438,1.68208,0.85148
5/13/2000 12:00,2.14543,1.69898,0.86118
5/14/2000 12:00,2.41399,1.71929,0.87427
5/15/2000 12:00,2.5706,1.73732,0.88516
5/16/2000 12:00,3.93879,1.74043,0.88066
5/17/2000 12:00,2.42677,1.7423,0.87726
5/18/2000 12:00,1.90831,1.76558,0.89262
5/19/2000 12:00,1.98033,1.77644,0.90249
5/20/2000 12:00,1.70385,1.78,0.90589
5/21/2000 12:00,1.7814,1.78575,0.91155
5/22/2000 12:00,1.81374,1.78373,0.91481
5/23/2000 12:00,2.05639,1.76988,0.91159
5/24/2000 12:00,2.12238,1.73328,0.89392
5/25/2000 12:00,1.75213,1.71939,0.88721
5/26/2000 12:00,1.8701,1.72114,0.88858
5/27/2000 12:00,1.82039,1.71151,0.8828
5/28/2000 12:00,1.73747,1.70949,0.88063
5/29/2000 12:00,1.5689,1.72246,0.88699
5/30/2000 12:00,1.71093,1.72278,0.886
5/31/2000 12:00,1.94578,1.69404,0.867
6/1/2000 12:00,1.33204,1.69313,0.86346
6/2/2000 12:00,1.33071,1.72008,0.87664
6/3/2000 12:00,1.2141,1.74019,0.88604
6/4/2000 12:00,1.44265,1.7453,0.88699
6/5/2000 12:00,1.38411,1.74967,0.88721
6/6/2000 12:00,1.59377,1.74295,0.88118
6/7/2000 12:00,1.76999,1.71118,0.86055
6/8/2000 12:00,1.88828,1.68696,0.84286
6/9/2000 12:00,1.76844,1.68815,0.83904
6/10/2000 12:00,1.55843,1.71267,0.849
6/11/2000 12:00,1.64192,1.74526,0.86452
6/12/2000 12:00,1.62609,1.77359,0.87792
6/13/2000 12:00,1.98994,1.77655,0.87712
6/14/2000 12:00,1.7427,1.78127,0.87639
6/15/2000 12:00,1.96175,1.79867,0.88213
6/16/2000 12:00,2.11873,1.80457,0.88162
6/17/2000 12:00,2.32355,1.8008,0.87631
6/18/2000 12:00,2.53226,1.78079,0.86348
6/19/2000 12:00,2.55645,1.75986,0.85143
